run_id,stem,face_id,model,procedure,control,identity_cosine,change_target,change_offtarget,change_localization,gt_identity_cosine,latency_s,cost_estimate_usd,cached,legacy_regions
20260716-211403_045769b,real-07__nano-banana-2__deep-plane-facelift__masked-composite,real_07,nano_banana_2,deep_plane_facelift,masked_composite,0.9180889129638672,3.667302050974032,0.0798002661259278,0.97870347287776,0.8032333850860596,11.797422100004042,0.08,False,False
20260716-211403_045769b,real-08__nano-banana-2__deep-plane-facelift__prompt-only,real_08,nano_banana_2,deep_plane_facelift,prompt_only,0.890527069568634,3.9598602229648896,2.7180231705985545,0.5929813369879514,0.5507761836051941,14.586412700009532,0.08,False,False
20260716-211403_045769b,real-08__nano-banana-2__deep-plane-facelift__masked-composite,real_08,nano_banana_2,deep_plane_facelift,masked_composite,0.8647541999816895,4.249412245465824,0.105273171871857,0.9758253095728284,0.5373942852020264,10.797765399998752,0.08,False,False
20260716-211403_045769b,real-01__seedream-5-0__deep-plane-facelift__prompt-only,real_01,seedream_5_0,deep_plane_facelift,prompt_only,0.9713352918624878,3.6789444453170033,4.097798409412521,0.4730700904016142,0.7136936187744141,60.983867600007216,0.035,False,False
20260716-211403_045769b,real-01__seedream-5-0__deep-plane-facelift__masked-composite,real_01,seedream_5_0,deep_plane_facelift,masked_composite,0.9751198291778564,3.69678823492348,0.0907178173340143,0.9760481393079375,0.726134181022644,53.52548580001167,0.035,False,False
20260716-211403_045769b,real-02__seedream-5-0__deep-plane-facelift__prompt-only,real_02,seedream_5_0,deep_plane_facelift,prompt_only,0.9560090899467468,3.8294368366216434,4.910134615752534,0.4381721526610261,0.7199245691299438,68.56967749999603,0.035,False,False
20260716-211403_045769b,real-02__seedream-5-0__deep-plane-facelift__masked-composite,real_02,seedream_5_0,deep_plane_facelift,masked_composite,0.973936140537262,3.339999128915647,0.1031751111766072,0.970034885259294,0.7160708904266357,50.10258980000799,0.035,False,False
20260716-211403_045769b,real-03__seedream-5-0__deep-plane-facelift__prompt-only,real_03,seedream_5_0,deep_plane_facelift,prompt_only,0.954616904258728,3.681551591311101,3.9863731799516486,0.4801235929059363,0.6888409852981567,56.28708349999215,0.035,False,False
20260716-211403_045769b,real-03__seedream-5-0__deep-plane-facelift__masked-composite,real_03,seedream_5_0,deep_plane_facelift,masked_composite,0.965144693851471,3.5673694182916704,0.0735594581168954,0.9797965133036448,0.6832708716392517,56.895592900007614,0.035,False,False
20260716-211403_045769b,real-04__seedream-5-0__deep-plane-facelift__prompt-only,real_04,seedream_5_0,deep_plane_facelift,prompt_only,0.9584327936172484,2.50618392916606,3.0241808763625952,0.4531679224236077,0.8170080184936523,63.60974279999209,0.035,False,False
20260716-211403_045769b,real-04__seedream-5-0__deep-plane-facelift__masked-composite,real_04,seedream_5_0,deep_plane_facelift,masked_composite,0.9597988724708556,2.7328133618784856,0.0578669925724702,0.9792641989684788,0.8141197562217712,49.63392980000936,0.035,False,False
20260716-211403_045769b,real-05__seedream-5-0__deep-plane-facelift__prompt-only,real_05,seedream_5_0,deep_plane_facelift,prompt_only,0.9529918432235718,2.836256307547612,3.203381432611431,0.4696070243896655,0.7720478177070618,59.13496589999704,0.035,False,False
